pincode,latitude,longitude
148049,30.0333,75.3
148050,30.1033,75.7733
148051,30.1033,75.7733
148101,30.3833,75.55
148104,30.3278,75.5444
148105,30.2833,75.5833
148106,30.3278,75.5444
148107,30.3167,75.5
148108,30.3278,75.5444
148109,30.3278,75.5444
148117,30.3278,75.5444
151001,30.1667,75.1881
151002,30.1667,75.1881
151102,30.3167,75.0833
151103,30.2611,75.1722
151104,30.3167,75.2333
151107,30.15,75.2
151108,30.2611,75.1722
151202,30.6167,74.9167
151203,30.6167,74.9167
151204,30.6167,74.9167
151207,30.6167,74.9167
151208,30.6167,74.9167
151209,30.6167,74.9167
151210,30.6167,74.9167
151301,30.1667,75.1881
151302,30.1667,75.1881
151401,30.1667,75.1881
151501,29.9222,75.2944
151505,29.9833,75.3833
151506,29.9222,75.2944
151507,29.7,75.25
151509,30.0833,75.25
152001,30.9167,74.6
152003,30.9167,74.6
152005,30.9167,74.6
152021,31.0483,74.8161
152023,30.8667,74.4167
152024,30.6167,74.25
152025,30.8439,74.4943
152026,30.8439,74.4943
152031,30.4167,74.5167
152032,30.4167,74.5167
152033,30.4167,74.5167
152101,30.2125,74.2417
152102,30.2125,74.2417
152103,30.2125,74.2417
152107,30.2125,74.2417
152112,30.1083,74.4
152113,30.0667,74.6167
152114,30.1083,74.4
152116,30.15,74.1833
152117,30.1083,74.4
152120,30.3167,74.0833
152121,30.3167,74.0833
152122,30.2333,74.1333
152123,30.4,74.0333
152125,30.3167,74.0833
152126,30.3167,74.0833
152127,30.3167,74.0833
152128,30.3167,74.0833
152129,30.3167,74.0833
152130,30.2125,74.2417
152131,30.2125,74.2417
152132,30.2125,74.2417
160001,30.7372,76.7872
160002,30.7372,76.7872
160003,30.7372,76.7872
160008,30.7372,76.7872
160009,30.7372,76.7872
160010,30.7372,76.7872
160011,30.7372,76.7872
160012,30.7372,76.7872
160014,30.7372,76.7872
160016,30.7372,76.7872
160017,30.7372,76.7872
160018,30.7372,76.7872
160019,30.7372,76.7872
160020,30.7372,76.7872
160022,30.7372,76.7872
160023,30.7372,76.7872
160026,30.7372,76.7872
160031,30.7372,76.7872
160036,30.7372,76.7872
160055,30.7372,76.7872
160059,30.7372,76.7872
